,Customer_name,Rating,Review_Title,Review
761,exeryogi,5,Anniversary Celebration !,"I must thank the entire team right from sales to kitchen for making our Anniversary Celebration a lifetime memory for us and for our guests too !!! We are extremely happy with the support by Mr Manoj , Mr. Nagesh and Mr Rahul who looked after the smallest of details by being in constant touch with us to make it flawless !!! The decor was absolutely stunning !!! Can't thank enough Chef Rakesh and his team !!! He personally sat with us and understood our likes and dislikes and tried to indulge us with absolutely lavish and excellent spread that tasted heavenly and rich !!! Guests were absolutely delighted by the entire spread and still calling us to praise the entire experience they had with the ambience , food, desserts and mocktails and a lovely theme cake !!  Can not thank all…"
762,Dhwanil Jhaveri,5,Wonderful evening - 06-12-2020,It was such a wonderful evening for us. Special thanks to Mr. Sandeep and Mr. Sanyandeb. Really delicious Jain dinner. Ambience and hospitality was up to the mark.  Really very grateful to them Dhwanil Jhaveri
763,Radhika H,5,Super Service- perwonal Touch!,"Really great service from all the staff of GrandHyatt at Celini resturant. Had an amazing and smooth time at breakfast and Dinner. Chef Nishad was very welcoming and made sure we had a super hassle free breakfast. Our servers Sharaddha,Renuka, chef Jhupa, and Chef Selvam were great and very helpfull in their service and patiently handled the crowd as well.  Kudos. Had an amazing experience whuch made me come again the next day with friends! 😁"
764,Sanjeet N,5,Amaaazzzing Food & Service,"China House in Grand Hyatt is an amazing restaurant with great food and service. We wanted things off the menu and the chef was more than happy to take special requests. We ordered the manchow soup, vegetarian crystal and water chestnut dumplings, sichuan vegetables, burnt garlic fried rice and the clay pot veggies. Everything we ordered was delicious."
765,Mansi Parmar,5,Great Experience,Chef Nishad is brilliant!! I came directly from the airport and was struggling to find a place to feed my kids. Chef Nishad spotted us and very kindly he asked us to come in the restaurant where he made us very comfortable and served us delicious food. I cannot thank enough Chef and his team to make us feel at home.  Thank you 🙏🏻
766,Robin Emanuel,5,Perfect place to be after your wedding day,"Writing to thank the entire Grand Hyatt staff for such a wonderful experience, however I have to mention a few names who made the day extra special. For the suprise cake by Melvina Almieda, To Jason Coelho for suggesting the place and perfect room and to Satej Bhogle who provided us with the best service at the restaurant for breakfast to make us feel special. Thank you for making it the best day and we look forward to more future visits.   Regards Robin and Assumption"
767,Gaurav,5,Fantastic dinner at celini,Amazing experience last night at celini in grand Hyatt The service is mind blowing Must mention Mr sumeet who took care of us  He was amazing and the recommended dish were excellent.  Surely will come back
768,Mukul Chaudhari,5,Birthday Dinner at Celini,Excellent service by Mr Sumeet. And the best Italian by Mr Chetan! Thank you for the wonderful dinner. The ambiance and service are indeed the best. Special care has been taken to ensure safety and hygiene.
769,Samit S,5,Exceptional Value,"We were on our way to Goa and were looking for pet-friendly hotel for an overnight stay. Not only was the stay great value, even the efficiency, warmth and hospitality of all the staff members we interacted with was outstanding. Wish we were staying longer."
770,Ankur,5,Grand Hyatt mumbai,"we visited grand hyatt for dinner at celini.   This is to place on record that Mr. Jhupa Singh, is extremely good in his skill set, and today for us, he had put all his deligent efforts to make our dinner deligtful,specially the egg curry and Bhuna mutton along with masala naan.   He is well competent to cater to all the requirements of the hotel guests.  Wishing all the best for his, future..  And all the best to his team Chefs- rajesh,Rana vinod,and Amit Bisht and Ravindra bqt. And special thanks to  Manager - Ganga Yadav  Dr.Vibhuti Chavan"
771,abhijeetftii,5,great service,I keep visiting Grand Hyatt for stay-meetings. The staff is very courteous and polite and being a World of Hyatt member comes with its benefits like upgrades. Overall its a place i would keep going back to. 
772,Namita,5,Dinner at Cellini,"Enjoyed a nice dinner at Cellini. It started with an outstanding cream of mushroom soup!! Good ambience and friendly staff. Visit while you are in Mumbai! Earlier a specialised Italian restaurant, now serving other cuisines as well. Clean and safe."
773,Shirin F,5,Sunday Brunch,"A fantastic brunch at Celini- Grand Hyatt! Chef Nishad with his team - Sayandeep, Shon made it a very special and memorable one with their superlative service and a fabulous multi cuisine spread. Great job with the safety precautions taken in this sensitive time! Thank you for a lovely time!"
774,Sakhee Birawat,5,Lunch at Cellini,Excellent food..   Great ambience and lively music.  very fresh food.. very good hospitality..  must visit..  very accommodating to our needs. We were brunching with our 5 year old and they took special care to ensure she is comfortable  thank you for making my husband’s birthday special.
775,saisubramaniamm,5,Excellent Stay and amazing Food and Service,"The Hotel was excellent as usual, What was really impressive is the way the restaurant as adapted in these trying times. Chef Nishad along with the Renuka and Shraddha were amazing to say the least. They took care of all what was needed without being intrusive. Highly recommend the place and the service."
776,Dilip Ana,4,Fabulous stay,"Our First stay with Grand Hyatt Mumbai was ""FABULOUS"" we have booked our stay for a wedding Night and we were extremely skeptical about the safety and sanitisation of the hotel, wonderful from check-in was taken by Anushree and Sujay surprisingly we were been upgraded yo suite our Room was absolutely clean and very well made, Special mention Guest service officer Mr. Adnan Shaikh who are extremely guest oriented and it showed in his behaviour. Not to miss talking about the food Amazing!!! Truly service oriented, would highly recommend Hyatt to all future guests. All I can say is the training they receive must be exemplary. A big thank you to HYATT I would also like to share this review with the General & Hotel Manager of Grand Hyatt Mumbai- indeed has a great team :) Looking…"
777,Loveena,5,"""Hyatt Residency""","An overwhelming welcome during the pandemic by grand Hyatt residency.. Special thanks to Mr Clifford Coutinho for arranging the room for us in a short span of time and special thanks to Ms Priti Yadav who kept spoiling my kids with lovely goodies and confectionery and everyday visit to make r settling in appartment smoothly and fulfilling all our requirements.  It is the attitude and behaviour of each staff that made the experience extra special, would like to call out Mr Rajendra Bartwal from housekeeping for his humble and courteous approach in serving with our daily requirements and making our stay the most comfortable and hygienic specially during COVID19. "
